Question,Answer
Personal Loan on Flipkart is powered by which lender?,Axis Bank Pvt Ltd is the lending partner for Personal Loan on Flipkart.
What is the minimum and maximum amount for Personal Loan on Flipkart?,"The minimum loan amount as part of Personal loan on Flipkart is Rs 50,000. The maximum loan amount will be up to Rs 10,00,000 for existing Axis Bank customers and up to Rs 5,00,000 for non-Axis Bank customers."
How much time does it take for Personal loan to be disbursed?,The loan amount will be disbursed to your preferred account within 12 hours of successful completion of your video-KYC.
How can I recharge my Mobile Prepaid number on Flipkart?,"You can follow these simple steps to recharge your prepaid mobile number on Flipkart:

- Log in to your Flipkart account
- Tap on 'Recharge' option available on the homepage
- Enter the mobile number in the space provided
- By default, the service provider for the corresponding mobile number will be displayed. If you wish to change it, tap 'Edit' and select the 'Operator' and 'Circle'
- Search for the plan by typing in the space provided or choose a plan from the available list of options
- Once you confirm the plan, you will be taken to the payment page
- Select the preferred mode of payment and tap 'Make Payment' to complete the payment

You can check the status of your recharge by visiting the 'Orders' section of your Flipkart account."
"I changed my mobile network recently. When I enter my mobile number for recharge, the old mobile network is displayed. How do I change it?","You can change the mobile network operator for a recharge by tapping 'Edit' option that you can see next to the mobile number entered.
 "
Why am I unable recharge my mobile number on Flipkart?,"Please ensure that you have entered the correct mobile number and selected the correct mobile network operator while completing the recharge. If you are still facing the same issue, try recharging after some time.
 "
Amount has been debited from my account and my mobile recharge has failed. What will happen to the money I paid?,"In case of the recharge getting failed and amount being debited, the amount that you have paid will be credited back to your original payment source within 5-7 business days.
You can also track the status of the refund anytime by visiting the 'Orders' section of your Flipkart account.
 "
How do I check the status of the recharge?,You can see the status of your recharge by visiting the 'Orders' section of your Flipkart account.
"If I recharge for a wrong number, can I cancel the order?",An order for a prepaid mobile recharge done on Flipkart cannot be cancelled. Please ensure you check the entered mobile number before completing the recharge.
I have recharged my number twice. What should I do?,"In case of a duplicate recharge, kindly reach out to your mobile network operator for further help on this."
What are the payment options available for recharge?,"Currently you can make payments for your pre-paid mobile recharges using UPI, Flipkart Pay Later and Credit Card/Debit cards."
Will I get an invoice for the recharge?,"Yes, the invoice for your recharge can be downloaded from the 'Orders' section of your Flipkart account."
Is there any extra charge for mobile recharges on Flipkart?,"No, there are'nt any extra charges like convenience fee/processing fee for mobile recharges on Flipkart."
I am not happy with the resolution provided by the mobile network operator. Can I raise a complaint?,"Yes, in case you are not happy with the support received from the mobile network operator, you can raise a complaint through Bharat Bill Pay System website. The BBPS reference number that needs to be entered in the complaint can be found in the 'Orders' section of your Flipkart account."
"I did not get any OTP via SMS for the Aadhaar confirmation, what should I do?","Your mobile number should be linked with Aadhar in order for you to receive an OTP. If your mobile number is not registered with Aadhar then we request you to get the same done. In case it is registered, please try again after some time."
Can I pay the postpaid mobile bill on Flipkart?,Currently there is no option to pay postpaid bills for your mobile number on Flipkart.
What if an incorrect prepaid mobile number is entered while recharging on Flipkart?,"Please ensure that the correct mobile number for which a recharge has to be done is being entered. Please note, Flipkart is not in a position to ascertain and shall not stand liable for the correctness of the prepaid mobile number being entered."
What happens if my account is debited and my mobile recharge is in pending state?,"In case your recharge is in pending state, please wait till 24 hours for a confirmation. If the status moves to 'Successful' the plan selected will be applied to your mobile number. If the status changes to failed, the amount paid will be refunded to your original payment source."
Why do I see an error message 'Recharge plan not supported' when I try to recharge?,You may see this message if the mobile network operator does not support the plan that you have added. You can proceed with any other plan that is being supported by the operator.
What is the type of bike insurance available on Flipkart?,Comprehensive insurance that covers both third-party vehicles and one's own vehicle in an accident is available on Flipkart.
Is bike insurance mandatory for all two-wheelers?,"Yes, insurance is required by law for all registered two-wheelers, including both petrol and electric vehicles with speeds over 25 kilometers per hour (kmph)."
Can I choose to have only own damage cover for bike insurance?,"No, you cannot opt for only own damage cover."
Can I select my preferred Insured Declared Value (IDV)?,"No, you cannot choose the Insured Declared Value (IDV) of your preference."
What factors do you consider when calculating my insurance premium?,"The insurance premium is determined by various factors such as the Insured Declared Value (IDV), brand, model, variant combination, and other relevant details."
Can I get tax exemption on two-wheeler insurance?,"No, two-wheeler insurance is not eligible for tax exemption."
How do I obtain the insurance policy document?,The insurance policy document will be sent to you via email/WhatsApp or SMS by both the insurer and Flipkart.
What is the procedure for renewing my insurance?,"To renew your insurance, please visit www.acko.com and log in to your Acko account using your mobile number. This will allow you to proceed with the renewal process."
What is the validity of the insurance?,The insurance covers 1 year for own vehicle's damage and 5 years for third party liability.
What are the circumstances under which I can file an insurance claim?,"You can file an insurance claim for any of the following scenarios provided the insurance is valid:

- Own damage : In case of damages and losses to your vehicle resulting from accidents and collisions.
- Third Party Liability : Financial / Legal losses due to damage to any third-party person

Please go through the policy document thoroughly to understand the coverage offered by your two-wheeler insurance policy in detail."
How can I file an insurance claim?,"You can file an insurance claim online by following these steps:

- Visit www.acko.com
- Log in to your Acko account with your mobile number
- Click 'Claim Now'

You can also raise a claim by reaching out to Acko's customer support at 1800 266 2256 or dropping an email to hello@acko.com."
How do I create an Acko account?,"To create an Acko account you will need to visit www.acko.com or download the Acko app from the Playstore. You can then click on 'Sign up', enter the requested details and then click 'Sign up' again to get your account created."
What are the documents required for filing an insurance claim?,"The exact documents required to file a two-wheeler insurance claim will depend upon your policy and the kind of damage.

However, here’s an overview of the list of documents that are required to file a two-wheeler insurance claim.

- Active insurance policy document
- RC book
- Active Driving License
- First Information Report (FIR) as filed with the local Police
- Photos clicked at the time of accident

Supporting documents like repair bills, dispatch invoice from service center etc would be required in case of reimbursement claims."
"Can I change the insurance company in between? If yes, how?","Yes, you have the option to change the insurance company once selected under certain conditions.
Since two-wheeler insurance is non transferable, you must cancel the existing policy and avail a new one. Please note that the existing insurance policy cannot be canceled if there were claims made during this time period.

Please keep the below pointers in mind while opting to change the insurance company:

- Minimum 7 days notice to be provided in writing to the existing insurer. In the interim, you can sign up with the desired insurer for a new policy.
- Once the cover is issued by the new insurance company, you must provide documentary evidence to cancel the previous insurance
- If all conditions are satisfied, the premium amount will be refunded after deductions made on a prorated basis.

Here are a few things to consider before changing the insurance policy:

- If you would like to change the insurance company due to the high premium amount, compare the benefits of the existing cover versus the new one. Paying a few hundred less for lesser benefits may not be feasible.
- Analyze factors such as the efficiency of customer service, availability of online tools and resources, claim settlement ratio and other factors that affect you directly."
Can bike insurance be in someone else's name?,"No, the name listed on the vehicle invoice, insurance documents, and RTO registration must be the same."
Can I transfer the insurance to the new owner if I sell my two wheeler?,"Yes. As per the law, it’s the responsibility of the seller to ensure the transfer of the insurance to the buyer. Here are the steps that the new owner needs to follow for the transfer of the insurance:

- Download Form 28, 29 and 30 from the respective RTO’s website or office
- Fill the form and submit it to the RTO along with any relevant documents (if any)
- Take the Clearance Certificate from the RTO for the submitted forms and the proof of the sale
- Submit all relevant documents to the insurance company
- Pay the required fee (if any).
- Receive the policy bearing their name in an email or through the courier"
What are the next steps after I place an order for the insurance on Flipkart?,"Here are the next steps after the purchase of insurance on Flipkart:

- You will get a call from the dealer confirming the order on the seller's portal (RTD).
- You will also receive an email & SMS from Flipkart with a link to access the KYC page
- You need to collect the vehicle invoice from the dealer and complete the KYC form with the help of the invoice for the policy to be issued
- Post successful completion of the KYC , you will be issued the Acko insurance policy from Acko via email, SMS and WhatsApp. Flipkart will also send you an insurance copy over an SMS & email
- You will then need to share the insurance policy with the dealer via an email, details of which will be communicated to you. Dealer will use the insurance copy for registering the vehicle with the RTO

Please note that if the KYC form is not completed until the date of the 2-Wheeler delivery, then the 2-wheeler order will be cancelled."
How long will it take to issue the policy document?,"The policy document will be issued within 5-10 minutes once you complete the KYC and submit your personal and vehicle details. You will receive the policy copy from Acko via email, SMS and WhatsApp and also from Flipkart via an SMS and email."
How can I complete the KYC process for the bike insurance?,"You will receive the KYC link via an email and SMS from Flipkart once the 2-wheeler is marked as 'Shipped' by the dealer. Here's how you can complete the KYC by visiting the link:

- Enter mobile number of the person in whose name the vehicle will be registered and click on 'Initiate KYC'
- On the next page, details of the person purchasing the policy are to be filled in
- If the KYC does not succeed, you will be taken to the Original Verified Document (OVD) workflow where you can now upload any of the documents like Aadhar, Passport, Driving License or Voter ID
- In case a particular document upload does not succeed for any reason, you will have the option to re-enter his KYC details or to re-upload any other document
- Once the OVD verification is successful, you will be able to enter the personal and vehicle details needed for policy issuance"
How can I cancel my insurance order?,"To cancel your insurance order, you need to cancel your two wheeler order since you cannot cancel the insurance order separately.

Please note: You can cancel the entire 2-Wheeler order before it's shipped by the dealer through the Flipkart App/website. Once it is shipped, only a Flipkart support executive can cancel the order."
How can I update details on the insurance policy after it has been issued?,"You can follow the steps below to update details on the insurance policy after it has been issued:

- You can call on 1800 266 2256 or send an email to Acko’s support team hello@acko.com

- Share the required details and highlight the changes needed

- Once approved, download the new policy by logging into your Acko account

Please note: It is advisable to review your policy details as soon as you receive the document."
How long will it take to approve and process an insurance claim by Acko?,"The timeline for completion will vary depending on individual circumstances. Upon receiving all necessary documentation, Acko's team will conduct a survey to assess the situation. Following the survey, they will provide an estimated timeline for payment which gets typically processed within 7 working days after the submission of required documents or completion of the survey."
What is UPI on Flipkart?,"Unified Payments Interface (UPI) on Flipkart is a payment system facilitated through a Third Party Application Provider (TPAP). It leverages an UPI-compliant app developed by Flipkart to enable seamless transactions based on the UPI framework. This system allows instant money transfers between two bank accounts, utilizing the National Payments Corporation of India's (NPCI) regulated platform, which is built over the IMPS infrastructure."
What is a Flipkart UPI PIN?,"A UPI PIN which is also know as Unified Payments Interface Personal Identification Number is a secure 4 to 6 digit passcode that you set when registering on this app for the first time. It's required to authorize any bank transactions. Kindly note that the Flipkart UPI-PIN is different from the ATM /Debit Card PIN issued by banks. Please generate a new UPI-PIN within the Flipkart UPI app. Keep your UPI-PIN confidential. Flipkart UPI doesn't store or access this information. Also, remember that your bank's customer support will never ask for your UPI-PIN."
Can I use Flipkart UPI for transactions other than those on Flipkart?,"Yes, you can use Flipkart UPI to make payments at various merchants using 'Scan & Pay QR', on merchant apps, or by sending money through UPI IDs or phone numbers."
Can I add my bank account to someone else's Flipkart account?,"No, for security reasons, the phone number linked to both the Flipkart account and the bank account must be the same."
Can I log in to my Flipkart account on my friend’s phone and make a Flipkart UPI transactions?,"No, for security reasons, you can only perform Flipkart UPI transactions from the device that has the SIM card associated with the phone number linked to your bank account."
How can I make my first UPI payment using Flipkart UPI?,"To make your first UPI payment using Flipkart UPI, follow these steps:

First add a bank account by following these steps.

1. Log in to your Flipkart App
2. Tap on the 'Scan & Pay' icon available on the Flipkart Home page
3. Select 'My UPI' at the bottom and then tap on 'Add bank'
4. Choose the SIM card linked to your bank account and select your bank
5. Ensure your registered mobile number has enough balance to send a verification SMS
6. Allow SMS permissions when prompted for verification
7. Set Your UPI PIN

Once your bank account is added, and UPI PIN is set, you're ready to make transactions.

Use the 'Scan and Pay' option to scan a QR code for UPI payment.

Alternatively, click on 'Send Money,' select the contact or UPI ID, enter the amount, and tap Pay.
 "
Can I use my existing UPI PIN from another UPI app on Flipkart?,"Yes, if you already have a UPI PIN from another UPI app, you can use the same PIN.

If you're setting up UPI for the first time, follow these steps:

1. Enter your debit/ATM card details
2. Input the 6-digit OTP received via SMS on your registered mobile number
3. Enter the ATM PIN for your Debit/ATM card
4. Set a new 4 or 6 digit UPI PIN and confirm it
5. Make a Payment or Send Money"
Can I transfer money using Flipkart UPI to my friends/family?,"Yes, you can make a payment or send money using Flipkart UPI by following these simple steps:

Add your bank account and set your secret UPI PIN you need to tap on Money+ section available on the Flipkart homepage.

If you wish to make a Payment with 'Scan & Pay' option:
- Tap on the 'Scan and Pay' option on Flipkart UPI
- Use your phone's camera to scan the QR code of the recipient
- Enter the amount and complete the payment

If you're sending Money to a Contact or UPI ID:
- Click on the 'Send Money' option at the bottom of the screen
- Choose a contact or enter the UPI ID of the recipient
- Enter the amount and complete the payment"
How can I check my bank balance?,"You can easily check your bank balance with these simple steps:

1. Log in to your Flipkart app
2. Tap 'Scan & Pay' option
3. Select the 'My UPI' option
4. Tap 'Payment Methods' and select the bank account for which you want to check the balance
5. Enter your MPIN and check your bank balance

Remember to keep your UPI MPIN confidential and avoid sharing it with anyone."
My bank is not listed on Flipkart UPI. What should I do?,"If your bank is not listed on Flipkart UPI, you won't be able to add that particular bank account for UPI transactions. You can reach out to your bank for further details and assistance."
How can I reset my Flipkart UPI PIN?,"You can reset your Flipkart UPI PIN by following these simple steps:

- Log in to your Flipkart app.

- Tap 'Scan & Pay' option on Flipkart Homepage & select 'My UPI' option available at the bottom.

- Select 'Payment Methods' and choose the bank account for which you want to change the UPI PIN.

- Tap 'Change PIN/Forgot PIN' and enter your Debit/ATM card details for that account.

- Enter the 6-digit OTP received via SMS on your registered mobile number. Please note, if you've granted SMS permissions, Flipkart will automatically fetch the OTP.

- Enter the 4-digit ATM PIN of your Debit/ATM card and set a new 4 or 6 digit UPI PIN for the account.

- Confirm the new PIN by entering it again and tap 'Confirm' to complete the process."
Can I remove my bank account added on Flipkart UPI?,"You can remove your bank account added to Flipkart UPI by following these simple steps:

- Click on 'Scan & Pay' option on Flipkart App Homepage & select 'My UPI' option on the bottom
- Tap on 'Payment Methods' and select the account you want to delete
- Tap on 'Remove Account' option
- Your bank account & UPI ID will be deleted

You can add multiple bank accounts, but one will be your primary for payments. Note: Before deleting your primary account from your UPI, you must first delete all other bank accounts."
How do I scan a QR code to make a payment using Flipkart UPI?,"Please follow these simple steps to scan a QR code to make a payment:

- Tap on the 'Scan and Pay' option available on the Flipkart App Homepage to open the scanner.
- Aim your phone's camera at the QR code to scan it.
- Enter the payment amount and tap 'Send'.
- Enter your UPI PIN and tap 'Pay'.
- Your payment will be completed.
 "
"Can I send or receive money from other UPI Apps like PhonePe, Paytm, Gpay, etc.?","Yes, you can send money to QR codes from other UPI Apps and receive money to your account via Flipkart UPI QR code from other UPI Apps."
Can I use QR to receive payments on Flipkart UPI?,"Yes, here's how can receive money using your personal QR code:
1. On the Flipkart app Homepage, tap on 'Scan & Pay' and select 'My UPI'.
2. Tap 'My QR,' choose the bank account, and share the generated QR code for others to scan and send money to you."
How can I use my Flipkart UPI ID to make a payment?,"You can make a payment using your Flipkart UPI ID by following these steps:

1. Go to the 'Scan & Pay' option on app Homepage

2. Select 'My UPI,' tap 'Payment Methods', choose the bank account, and click on the QR code. Find your UPI ID ending with @fkaxis"
Can I customise my UPI IDs on Flipkart UPI?,"No, UPI IDs on Flipkart UPI cannot be changed or customised once they are created."
How do I keep my Flipkart UPI account secure?,"To keep your Flipkart UPI account secure, please note these points:

- Never enter your UPI PIN or scan any QR code to receive money. Entering the UPI PIN is solely for making payments and not for receiving money.
- Do not share your card number, OTP, CVV, UPI PIN, or passwords with anyone. Flipkart or its representatives will never call you to request such confidential information.
- Avoid publicly sharing your mobile number and refrain from responding to suspicious calls.
- Keep your MPIN details private, and remember that you do not need to enter a PIN to receive money."
I have made a payment using Flipkart UPI but it is shown as pending. What should I do?,"Please wait for up to 5 minutes for your transaction to reach a success or failure state and then recheck the latest transaction status.

If a transaction is still pending after 5 minutes, follow these steps:

1. Go to transaction details, select the transaction, press 'Help,' and raise a query using the provided option at the bottom of the page.

For failed transactions, the debited amount will be refunded to your bank account within 5 business days. Check your latest bank statement for confirmation."
"My Flipkart UPI transaction failed, and I haven't received my money back. What should I do now?","For failed transactions, the debited amount will be refunded to your bank account within 5 business days. Check your latest bank statement for confirmation.

If you haven’t received a refund even after 5 days please follow these steps:

- Please go to the transaction details & select the transaction.
- Press 'Help' & raise a query using the option provided at the bottom of the page."
I made two payments using Flipkart UPI by mistake. Can one of the payments be reversed?,"Sorry, a transaction once completed cannot be reversed as Flipkart UPI is only an UPI application and a service provider. Please contact the receiver to request a refund."
"Why is it that the Flipkart UPI transaction was successful, but the merchant did not receive the payment?","If a transaction is successful on Flipkart, it means we have received confirmation from the receiver's bank that the money has reached them. Please ask the receiver to check their bank statement after 5 days for payment credit."
What should I do in case Flipkart UPI transaction was successful but the receiver doesn't get the money even after 5 days?,"If the receiver has not received the amount in their account, please ask them to reach out to their bank with the Unique Transaction Reference (12 digit Reference ID) number for help."
What is the User Dispute Redressal Mechanism (UDIR)?,"The User Dispute Redressal Mechanism (UDIR) is a system facilitated by NPCI, allowing users to lodge complaints related to their transactions on any UPI App."
Can I raise a UDIR If my payment is successful and the receiver doesn't receive the money?,"Yes, you can raise a User Dispute Redressal Mechanism (UDIR) request for pending peer-to-peer (P2P) transactions, as well as for both pending and successful transactions for peer-to-merchant (P2M)."
Can I raise a UDIR complaint on Flipkart UPI?,"Yes, you can raise a UDIR complaint in Flipkart UPI by following these simple steps:

1. Go to the transaction history of Flipkart UPI.
2. Open the Flipkart App and tap 'Scan & Pay'.
3. Select the 'My UPI' section at the bottom right of the screen.
4. Navigate to the 'Recent Transactions' section and tap the transaction for which you want to raise a complaint.
5. Choose the specific transaction and tap 'Help'.
6. Select 'Raise a Complaint'.
7. Choose the reason for your complaint and press 'Submit'."
I have raised the UDIR complaint but haven't got the resolution yet. What should I do?,Please wait until the actual resolution of the UDIR complaint is provided by either the bank or the merchant. You will also receive an SMS update from Flipkart whenever there’s a status change on your complaint from the bank/merchant.
Will I get any update on Flipkart if there’s an update on the UDIR complaint?,"Yes, you will receive an SMS update from Flipkart whenever there’s a status change on your complaint from the bank/merchant."
"I have raised a complaint with the PSP bank (Payment Service Provider Bank), but I still didn't get any resolution. What should I do?",You can file a grievance complaint with the Banking Ombudsman or the Ombudsman for Digital Complaints as applicable.
Why am I unable to use Flipkart UPI on iOS?,"Flipkart UPI is only available on Android devices currently. Rest assured, we're actively working on launching it for iOS in December, 2024."
What is a DOR television?,"DOR TV is India’s first subscription-based TV offering 24+ OTT apps, 300+ live channels, and more in HD resolution. A stable Wi-Fi connection is necessary for the TV to function properly."
What are the available plans for a DOR television?,"The DOR television requires a one-time payment of Rs 10,799 on the Flipkart platform. This includes the first month's subscription of Rs 799. From the second month, customers will be charged Rs 799 per month, with all future payments to be made directly to DOR."
Does the subscription for DOR television includes Netflix?,"Netflix is not supported in the DOR television subscription. However, one can run Netflix using streaming devices like Firestick, Chromecast, etc., (Android only) on the TV."
Is there a trial period for the DOR television service before committing to a full subscription?,"No, there is no trial period offered. A subscription is required to activate and avail services."
What is the warranty policy for a DOR television?,DOR televisions come with a 4-year warranty that covers manufacturing defects & replacement with genuine spare parts. Accidental or liquid damage is not covered. Warranty is applicable for active subscribers only. Warranty-related issues will typically be resolved within a week.
"After I purchase a DOR television, how do I create an account or log in?","Once the DOR television is purchased, a technician will install it and assist with account setup and login."
What is the activation or login process for a DOR television?,"The installation and setup of the television will be handled by an authorized technician. The technician will guide you through the account setup and login process.
If you prefer to log in on your own, follow these simple steps:
-Log in using the registered mobile number used at the time of purchase.
-Enter the OTP to complete the login."
How do I schedule or reschedule the technician visit for installation of DOR television?,"A preferred installation time can be selected while placing the order.
If customer needs to reschedule it, they can inform the same when the technician calls to confirm the appointment."
When will my DOR television be delivered?,Delivery timelines can be checked during the checkout process and can be tracked via 'Orders' section of Flipkart account.
My DOR television has been delivered. When will the technician visit?,A technician will visit within 24-72 of the television being delivered to assist with the installation.
Is it necessary for me to be at home during the installation of DOR television?,"Yes, someone should be available during the installation to:
- Ensure Wifi is connected
- Complete log in/account set up process
- Check all features of the television after the installation"
What if the technician doesn’t arrive within the given time schedule to install my DOR television?,"If the technician does not arrive as scheduled, contact Flipkart customer support through the app to reschedule or follow up on the issue."
Are there any online tutorials or videos to assist with installation of a DOR television?,"- Visit www.dorworld.in/support for videos
- However, it is recommended to have the installation completed by authorised technician to ensure a smooth functioning of the television"
How do I pair the remote with the television?,"• Go to Profile > Settings > Remote and Accessories 
• Press OK+ Volume Down buttons on the remote
• The TV will search and pair it with the remote"
How do I secure my account?,An OTP is sent to the registered mobile number for authentication. The registered mobile number is the number used at the time of purchase.
What are the apps included with the DOR television subscription?,"The subscription includes access to popular OTT platforms like Amazon Prime, Hotstar, Jio, Zee and YouTube, along with 24+ other OTT services and 300+ live channels. Netflix is not a part of the subscription and also it is not supported on DORTV. However, one can run Netflix using streaming devices like Firestick, Chromecast, etc., (Android only) on the TV."
Can I add more OTT services to my subscription plan?,"Currently, the option to add more OTT services is not available."
Can I use an external device like an HDMI cable?,"During the first year of usage, an active subscription is mandatory to use external devices. Post one year, external devices can be used irrespective of the subscription status."
Can I download content on my DORTV app?,"No, offline viewing is not available on the DOR TV app."
Will the changes made on the DORTV app be reflected on the television?,"Yes, changes made on the DORTV App, like choosing favourites or editing the watchlist, will sync with DOR television."
How do the subscription billing cycles work?,"The billing cycle starts from activation date and is calculated on monthly basis. For example, if activated on July 10th, the cycle runs from July 10th to August 9th."
Are there any hidden charges or fees besides the subscription cost?,"- No, there are no hidden charges. However, additional charges apply if customer chooses an upgradation
- For any extra charges, you can reach out to DOR customer support at 9088360360 (available 7 days a week from 9 am to 9 pm) or via email at care.dor@dorworld.in or dorworld.in/support."
Can I make a one-time payment for a six-month or twelve-month period?,"- Currently there is only monthly subscription plan available.
- However, for a hassle-free experience, auto-renewal can be enabled
- To activate autopay, navigate on the TV screen to 'Profile' -> 'My Plan' -> 'Activate Autopay.'"
How can I upgrade or downgrade my subscription plan?,"Currently, there's only one plan available.However, after an year of purchase, customers can contact DOR customer support to customise the plan."
Can I change the registered mobile number for my account?,"No, this option is not available at the moment. Kindly note that the registered mobile number is the number provided by the customer at the time of placing the order and is used for all communications."
Can I transfer my DOR subscription to someone?,"Since Dor TV subscription is linked to the registered phone number, the subscription cannot be transferred."
What is the refund policy for cancelled subscriptions?,"No refund will be provided in case subscription is cancelled.
However, after 12 months of active service, in case the TV is returned, customer can receive a refund upto Rs 5000 depending upon the condition of the TV."
When is DOR customer support available?,DOR Customer support is available daily from 9:00 AM to 9:00 PM via live chat and phone calls at 9088360360.
What is the sellback policy for DOR TV?,"-DOR TV can be returned to the seller after 12 months of usage, and the customer can receive up to ₹5000* for the DOR TV.
-Please note that this option is available only for customers whose subscription is active.
-To initiate a sellback request, kindly contact DOR TV customer service."
How is the data secured?,"Data is secured through
• Secure Authentication: OTP verification is sent to the registered mobile number
• Privacy Policies: Compliance with strict data protection regulations"
What happens if I don't renew my subscription each month?,"During the first year of usage, if subscription is not renewed within 15 days of it getting over, the TV will be locked including all ports. In case the account is inactive for 45 days, the brand may retrieve the TV.
For more details, the terms and conditions can be referred."
How many users can use the DOR Companion app with one subscription?,Up to 5 mobile users can access the DORTV companion app with a single DOR subscription.
How can I know the status of my Minutes order?,You can track your order at 'My orders' page. Estimated arrival time of order and exact location of delivery person is also available on the map.
Where can I get the delivery executive's details for Minutes?,Delivery executive's details will be visible on the 'My Orders' page once assigned to your order.
Can I modify my Minutes order after it is placed?,"No, there is no option to modify the order. If you don't want any items, you can reject them at the doorstep. For adding items, please place a new order."
Why is the delivery executive for my Minutes order not moving?,"Sometimes delivery executives may face traffic delays, but you will be able to view the updated delivery time on the 'My Orders' page. Refresh your app to see their real-time location."
Can I change my delivery address for Minutes order?,"Since MINUTES orders come super fast, there is no option to change your delivery address."
"My Minutes order is delayed, what should I do?","If your Minutes delivery is delayed, the updated delivery time will be shown on the 'My Orders' page."
Can I cancel my Minutes order?,"The delivery team works hard to ensure your order arrives on time. Cancelling an order impacts the delivery partner's efforts. If you still wish to cancel, you can reject the order at the doorstep."
Where can I get the invoice for my Minutes order?,"Invoices for your Minutes orders are available in the 'My Orders' page, after they are delivered. To get an invoice, tap an order and select 'Invoice download'."
What is Minutes?,"Flipkart Minutes is a 10 minutes delivery service for categories like grocery, fresh fruits, vegetables, lifestyle, mobile and many more."
How will veg and non-veg items be packed?,"All items in an order are packed together. Hence, no separation between vegetarian and non-vegetarian items."
Will there be any additional taxes / charges over and above the price of each items?,"All product prices include taxes. Any additional charges, such as delivery or platform fees, will be clearly listed on the Order Summary page."
What is the minimum order value for Minutes orders?,No minimum order value is required for placing an order.
Why am I being charged a platform fee?,"It is a fee levied on each order by Flipkart Minutes to sustain the efficient operations and continuous improvement of the platform, for a hassle free experience."
Can I change the delivery address/number of my Minutes order?,"No, the delivery address/contact number entered for an order can't be modified."
Can I reschedule my Minutes order?,"No, the option to reschedule the delivery of your order is not available."
Can I change the delivery address/number of my Minutes order?,"No, the delivery address/contact number entered for an order can't be modified."
Can I edit my cart / add items?,"Yes, you can edit items in your cart before placing an order. However, no changes can be made once the order is placed."
Can I choose to not accept a few items from my Minutes order at the time of delivery?,"Yes, you can choose to reject one or more items if they are damaged, defective or different from what you've ordered"
What are the modes of payment in Minutes?,"You can choose any of the below payment modes for MINUTES orders
- Credit Card
- Debit Card
-Netbanking
- UPI
- Cash On Delivery"
How do I change the mode of payment?,"Payment mode can be selected during the order placement. However, once an order is placed, it cannot be changed."
Can I redeem Flipkart Supercoins on Minutes orders?,"Yes, you will be able to redeem SuperCoins on select products."
Will I earn Supercoins on Minutes orders?,"Yes, you will earn SuperCoins on your Minutes orders as per the current earning structure."
"Do you accept Sodexo, ticket restaurants etc.?","No, these instruments are currently not supported on Minutes."
Will there be any sale fee or offer fee for the offers?,"No, there won't be any sale fee or offer fee applicable for Minutes."
Can a coupon received as part of Flipkart orders be redeemed in Minutes?,This depends on the coupon. Please review the coupon's terms and conditions to see if it applies to Minutes.
"My money is debited from my account but my Minutes order is still pending or cancelled, what should I do?","Payments may occasionally fail or remain pending, causing the order to be in a pending or cancelled status. If this happens, the order is usually confirmed within 10 minutes. If any amount is debited and the order is cancelled, a refund will be processed within 2 hours and credited back to the payment source."
When does refund happen usually?,"If you cancel or return a product in accordance with the returns policy after making a payment, you will be eligible for a refund."
How to check my refund?,"Once refund is initiated, a notification is sent via SMS and email to registered phone number and email address. You can also easily track the refund on 'Orders' page."
Is there a delivery fee for each order?,Rs 30 will be charged for orders under Rs 99. VIP customers can avail free delivery for orders above Rs 199
What are the usual timelines for any refund?,"Refund is initiated after the product is picked up (if applicable). However, the exact time for the amount to reflect in the bank account will depend on the banks/payment modes. Here's a quick view of the timelines as per banking standards:
- Bank Transfer: 2-3 business days (IMPS) or 5-6 business days (NEFT)
- UPI: 24-48 hours
- Credit/Debit Card: 3-5 business days
- Gift Card: 24 hour"
What are the refund modes available for getting my refund?,"Refunds are processed through different modes depending on your payment method, ensuring a hassle-free experience:
- Prepaid Orders: Credited back to the original payment source.
- Cash on Delivery (COD): Processed via Gift Card, UPI, or Bank Transfer.
- Cash + Coin / Gift Card / UPI: Split between Bank Transfer and the original payment source."
What should I do if my money isn't reflecting after the promise date?,"In the unlikely event of the refund amount not being added to your bank account, you can check the following:
1. Check Statements: Review your bank or credit card statement from the refund initiation date to present date using your bank's app or website
2. Search Refund Amount: Look for the amount using the keyword 'Flipkart'
In case you're still not able to view the amount, please contact your bank and share the refund reference number that you would have received via SMS. You can also check it on the 'Orders' page.
You can choose to raise a dispute with the bank by visiting the respective branch."
Why my refund is showing as Failed?,"A refund can fail due to reasons like incorrect account details provided or an inactive bank account.
You can view details related to refund by selecting the particular product on the 'Orders' page."
What should I do if my refund is failed?,"Refund can fail due to incorrect/inactive bank acccount details. Please follow these simple steps to update your bank account details:
- Go to 'Orders' page and select the particular order
- Click 'Update Bank Details' available on the top of the page
- Select 'Add Account' and then fill the following details:
- Step 1: Enter the IFSC code, or click 'Look Up for IFSC Fetcher', select the bank, branch, and city, and the IFSC code will auto-populate
- Step 2: Enter your active account number twice, along with the account holder's name and contact number, then save the details
You can also select a previously saved account, however, please ensure all details (IFSC code, account number, account holder name, and contact number) are valid and active."
What is the Returns policy in Minutes?,The returns policy varies by product and can be viewed on the respective product page.
How do I know if a product is eligible for return?,The product page will specify whether an item is eligible for return.
Can I get replacement of the product?,"No, you can either reject the product at the doorstep or create a return for a refund."
